,Math,Science,Literature,History,Art,Computer Science,Economics,Technology,Healthcare,Business,Arts,Education,Engineering,Analytical,Creative,Social
S934,93.0,87.0,68.0,88.0,93.0,71.0,75.0,5.0,5.0,4.0,3.0,5.0,4.0,0.6223699187739051,0.9792765475026818,0.4007226582459217
S935,66.0,90.0,92.0,66.0,62.0,79.0,64.0,3.0,4.0,5.0,4.0,2.0,4.0,0.5224874439487512,0.2568498321092494,0.8979825321496254
S936,62.0,97.0,74.0,94.0,82.0,92.0,61.0,1.0,1.0,4.0,1.0,4.0,4.0,0.17970912113596027,0.6104874733229593,0.7994541186871682
S937,95.0,80.0,73.0,73.0,70.0,63.0,89.0,4.0,1.0,3.0,4.0,4.0,2.0,0.595398746826733,0.07877521786969988,0.6114468787491443
S938,95.0,79.0,75.0,93.0,67.0,79.0,80.0,2.0,5.0,1.0,3.0,4.0,4.0,0.7670793221114919,0.18782815885295034,0.7369528559551475
S939,99.0,89.0,95.0,64.0,80.0,97.0,82.0,1.0,5.0,5.0,2.0,1.0,5.0,0.8785777080737261,0.9864584947219418,0.4100592637842805
S940,78.0,69.0,86.0,94.0,72.0,68.0,76.0,5.0,3.0,2.0,2.0,2.0,5.0,0.025162382574432707,0.41907900042204715,0.6602278401620624
S941,90.0,83.0,78.0,89.0,64.0,67.0,96.0,4.0,5.0,5.0,1.0,2.0,2.0,0.8913650378997533,0.9381057923232798,0.9095757870320706
S942,95.0,84.0,64.0,92.0,81.0,84.0,88.0,3.0,2.0,5.0,1.0,3.0,5.0,0.657959772519089,0.6825230425801707,0.002383807162059104
S943,89.0,89.0,90.0,93.0,87.0,69.0,63.0,5.0,3.0,5.0,5.0,1.0,1.0,0.36373124340897334,0.9068562361164239,0.6896176642142391
S944,92.0,76.0,70.0,66.0,76.0,87.0,76.0,1.0,2.0,3.0,1.0,5.0,2.0,0.4679207510746686,0.10425241488342962,0.24631666593428592
S945,69.0,85.0,65.0,76.0,75.0,98.0,85.0,3.0,1.0,1.0,3.0,1.0,3.0,0.5549225178174944,0.8975015136017379,0.0958123476456455
S946,63.0,79.0,70.0,82.0,92.0,90.0,66.0,3.0,5.0,3.0,4.0,1.0,5.0,0.15375544437548638,0.6550050763691355,0.29414973149706636
S947,81.0,64.0,96.0,60.0,65.0,63.0,89.0,2.0,4.0,3.0,2.0,2.0,2.0,0.16970379151160986,0.17843596508718595,0.4926132260965741
S948,89.0,76.0,83.0,90.0,87.0,63.0,98.0,2.0,5.0,5.0,2.0,4.0,1.0,0.5837442560421592,0.90434946673356,0.5298171889420855
S949,78.0,83.0,66.0,68.0,81.0,61.0,86.0,1.0,5.0,4.0,4.0,3.0,5.0,0.6912735814944333,0.18068595269830023,0.7134602869103494
S950,75.0,64.0,71.0,85.0,74.0,62.0,68.0,4.0,4.0,1.0,4.0,4.0,2.0,0.648693588935139,0.21618206254655126,0.6693774650554093
S951,87.0,98.0,95.0,84.0,87.0,80.0,88.0,1.0,1.0,2.0,1.0,3.0,3.0,0.21149204432453106,0.5935777751199459,0.668849704605401
S952,84.0,89.0,98.0,70.0,78.0,70.0,84.0,5.0,1.0,1.0,3.0,5.0,5.0,0.6933505445473833,0.9092665927375608,0.9478373549972036
S953,60.0,91.0,80.0,72.0,93.0,76.0,78.0,3.0,3.0,2.0,5.0,5.0,2.0,0.8101979524013617,0.8787481131827692,0.019328883108552852
S954,69.0,68.0,70.0,97.0,90.0,61.0,83.0,3.0,2.0,2.0,4.0,5.0,3.0,0.3626681087303365,0.03972221449094138,0.22484535735891653
S955,64.0,89.0,98.0,94.0,76.0,90.0,61.0,4.0,4.0,4.0,3.0,2.0,3.0,0.38172432278000656,0.8675755101181714,0.5117540861927833
S956,75.0,80.0,89.0,60.0,73.0,75.0,68.0,5.0,5.0,2.0,3.0,2.0,2.0,0.6488610511077871,0.36281559468392544,0.6029159067500734
S957,67.0,68.0,93.0,92.0,81.0,89.0,66.0,3.0,5.0,3.0,5.0,1.0,1.0,0.8155364989269799,0.3012413819771028,0.9322566979621388
S958,77.0,80.0,64.0,66.0,71.0,76.0,83.0,1.0,4.0,5.0,5.0,3.0,5.0,0.2133134958852111,0.9193013065366209,0.02829754534689566
S959,96.0,78.0,75.0,84.0,86.0,66.0,67.0,3.0,4.0,3.0,1.0,3.0,3.0,0.542752277749765,0.9851729027660552,0.6097787267572158
S960,74.0,75.0,67.0,95.0,91.0,76.0,95.0,3.0,5.0,2.0,2.0,2.0,5.0,0.5548616230361759,0.6824702467549614,0.289302247821968
S961,81.0,91.0,70.0,65.0,81.0,73.0,87.0,1.0,2.0,2.0,4.0,4.0,1.0,0.05391533907786361,0.25106424918184056,0.17624716715023925
S962,98.0,71.0,86.0,60.0,69.0,92.0,75.0,3.0,3.0,4.0,4.0,1.0,1.0,0.9235692367862389,0.8522620286623545,0.31771388355856
S963,98.0,65.0,84.0,79.0,95.0,82.0,75.0,5.0,3.0,5.0,2.0,1.0,3.0,0.836069306293097,0.21175268864813424,0.19957925367957774
S964,60.0,89.0,86.0,61.0,80.0,68.0,83.0,3.0,5.0,4.0,4.0,1.0,4.0,0.7675354289603354,0.32693061256731026,0.06479263942457625
S965,98.0,66.0,89.0,61.0,71.0,72.0,62.0,2.0,3.0,4.0,1.0,2.0,5.0,0.7199865809344819,0.9896013800923318,0.565977714826915
S966,99.0,77.0,98.0,65.0,86.0,74.0,74.0,5.0,2.0,1.0,5.0,3.0,3.0,0.2636675753207729,0.37290569368012616,0.6486495585988158
S967,78.0,97.0,79.0,79.0,77.0,93.0,98.0,1.0,1.0,3.0,1.0,2.0,1.0,0.7013796121729151,0.8863322228960526,0.908835372319164
S968,96.0,94.0,97.0,97.0,60.0,71.0,64.0,3.0,4.0,1.0,5.0,2.0,2.0,0.8612785122499961,0.6484909262248741,0.4498523698192839
S969,86.0,98.0,79.0,99.0,78.0,97.0,74.0,2.0,5.0,5.0,2.0,2.0,2.0,0.6793054843775875,0.6665654573594721,0.21798292130558827
S970,65.0,68.0,95.0,82.0,69.0,60.0,70.0,1.0,5.0,3.0,1.0,3.0,1.0,0.5075536294021116,0.20821476393740712,0.8991237809853528
S971,79.0,87.0,81.0,79.0,97.0,75.0,61.0,1.0,3.0,2.0,3.0,4.0,5.0,0.32324790860065566,0.8054259890591153,0.37722706485802937
S972,84.0,86.0,62.0,82.0,91.0,76.0,99.0,4.0,1.0,3.0,2.0,2.0,4.0,0.7637361415607631,0.22091245485479527,0.7637432175315572
S973,79.0,89.0,87.0,82.0,78.0,84.0,83.0,4.0,1.0,5.0,1.0,2.0,3.0,0.1795320344946354,0.49081754026483215,0.11362674478939794
S974,60.0,87.0,88.0,94.0,76.0,70.0,96.0,4.0,2.0,1.0,5.0,3.0,5.0,0.5278980808100511,0.8207143500914504,0.75554695252155
S975,66.0,85.0,82.0,77.0,88.0,98.0,93.0,1.0,1.0,2.0,3.0,1.0,2.0,0.05071521534124468,0.4921775713402674,0.8522253104082657
S976,97.0,67.0,80.0,80.0,95.0,76.0,75.0,1.0,2.0,5.0,2.0,5.0,4.0,0.6501034903176113,0.05920131901940551,0.32563202344414677
S977,74.0,74.0,99.0,76.0,60.0,72.0,97.0,1.0,4.0,3.0,4.0,2.0,2.0,0.5565868887306418,0.1726514752143644,0.6819140672017636
S978,69.0,92.0,85.0,71.0,78.0,74.0,64.0,3.0,3.0,1.0,2.0,3.0,4.0,0.6348464093650843,0.20244428016206284,0.550397964794903
S979,61.0,73.0,88.0,60.0,72.0,91.0,93.0,2.0,3.0,1.0,5.0,2.0,2.0,0.8117185558967874,0.3748266997771814,0.24698657500037524
S980,73.0,97.0,97.0,74.0,98.0,65.0,88.0,2.0,2.0,5.0,5.0,1.0,2.0,0.7012205734530481,0.0708043140114003,0.8326738070872013
S981,96.0,78.0,60.0,80.0,98.0,77.0,86.0,3.0,4.0,2.0,5.0,1.0,2.0,0.9434589672641122,0.9647870051700124,0.43253875431567834
S982,87.0,67.0,90.0,71.0,65.0,85.0,75.0,1.0,3.0,3.0,3.0,3.0,4.0,0.6232028409675496,0.8573645574705203,0.22342399004293434
S983,89.0,78.0,77.0,83.0,79.0,66.0,66.0,1.0,2.0,4.0,2.0,5.0,4.0,0.027702668758005755,0.3845662324852436,0.884371059017667
S984,75.0,73.0,71.0,88.0,74.0,67.0,98.0,4.0,5.0,4.0,1.0,3.0,2.0,0.5050719115454885,0.5302189485122859,0.6914740452358881
S985,68.0,87.0,86.0,66.0,73.0,70.0,91.0,5.0,3.0,4.0,1.0,4.0,5.0,0.5745172603742548,0.054476639038018804,0.5608601251469932
S986,87.0,65.0,94.0,65.0,83.0,68.0,61.0,4.0,1.0,4.0,4.0,4.0,4.0,0.6479588508875554,0.6415957778222988,0.7283441590780306
S987,97.0,73.0,90.0,89.0,86.0,95.0,90.0,1.0,2.0,3.0,5.0,2.0,1.0,0.5199202770971459,0.9000587977521622,0.4642606134245424
S988,65.0,77.0,73.0,79.0,70.0,96.0,99.0,5.0,5.0,4.0,3.0,3.0,1.0,0.5181864730121819,0.780305756282929,0.8332349757154108
S989,63.0,65.0,82.0,67.0,89.0,95.0,70.0,2.0,4.0,3.0,4.0,2.0,5.0,0.6483614669980629,0.12637321266332135,0.3319520941629722
S990,64.0,62.0,74.0,61.0,61.0,67.0,89.0,2.0,5.0,2.0,4.0,2.0,3.0,0.02015555236003841,0.2954498081564917,0.5702442912614084
S991,64.0,89.0,69.0,92.0,83.0,78.0,89.0,3.0,1.0,3.0,3.0,5.0,4.0,0.8052307393468722,0.5856497736023277,0.03989465572203621
S992,84.0,70.0,94.0,60.0,76.0,90.0,65.0,4.0,5.0,3.0,2.0,5.0,4.0,0.2591064598732956,0.5780616814523051,0.7090477216027237
S993,72.0,85.0,95.0,64.0,73.0,74.0,71.0,1.0,4.0,2.0,4.0,5.0,1.0,0.8664538500194279,0.9676452161421887,0.8917866212924986
S994,67.0,90.0,85.0,88.0,63.0,87.0,84.0,4.0,5.0,5.0,5.0,1.0,5.0,0.4673279868878174,0.7469295110947567,0.24052779977428473
S995,99.0,91.0,95.0,70.0,96.0,69.0,97.0,1.0,2.0,2.0,2.0,5.0,1.0,0.06383079450736773,0.05506901406597575,0.2413056846792082
S996,95.0,86.0,76.0,66.0,68.0,94.0,68.0,2.0,3.0,2.0,5.0,3.0,4.0,0.03754108514615917,0.8502724139349958,0.48992075746118
S997,95.0,89.0,90.0,78.0,82.0,79.0,65.0,3.0,4.0,3.0,1.0,3.0,2.0,0.8109000406917789,0.9398982768580687,0.9939078865505139
S998,83.0,81.0,65.0,83.0,81.0,77.0,75.0,4.0,4.0,2.0,1.0,3.0,1.0,0.9371640094786455,0.7165567971709816,0.441979651840964
S999,95.0,72.0,96.0,83.0,78.0,79.0,86.0,2.0,3.0,2.0,4.0,4.0,4.0,0.5979848390611915,0.8164963679095664,0.8975545051093343
S1000,76.0,75.0,60.0,80.0,86.0,60.0,89.0,5.0,5.0,4.0,5.0,5.0,2.0,0.956468468603881,0.7306056990569898,0.5399535491216623
S1001,79.0,83.0,61.0,74.0,88.0,94.0,72.0,3.0,4.0,5.0,2.0,2.0,3.0,0.968371709820257,0.9586249617677918,0.4775528375852113
S1002,78.0,60.0,75.0,62.0,99.0,65.0,90.0,2.0,1.0,1.0,4.0,3.0,1.0,0.6486583904946284,0.8092671478921399,0.43307910668480853
S1003,64.0,85.0,87.0,74.0,68.0,81.0,96.0,3.0,4.0,2.0,2.0,2.0,1.0,0.8293776266831397,0.11145547248523635,0.48115172085268143
S1004,80.0,88.0,85.0,65.0,70.0,95.0,79.0,3.0,1.0,5.0,3.0,4.0,1.0,0.4826124988889784,0.6846570561679023,0.11641301017535699
S1005,79.0,86.0,65.0,92.0,89.0,93.0,64.0,2.0,2.0,2.0,1.0,1.0,2.0,0.10321043345028147,0.9005948124055092,0.3037414644533617
S1006,75.0,71.0,71.0,70.0,80.0,66.0,93.0,2.0,2.0,5.0,1.0,2.0,4.0,0.3269223783080386,0.7768615466950871,0.41490903611156904
S1007,88.0,65.0,95.0,93.0,67.0,96.0,69.0,2.0,1.0,4.0,1.0,1.0,1.0,0.8329237540989187,0.4014687311640175,0.7605997662077416
S1008,75.0,61.0,78.0,66.0,61.0,82.0,90.0,3.0,4.0,5.0,5.0,3.0,1.0,0.5253099578497181,0.935828126338231,0.327388972958668
S1009,63.0,75.0,69.0,80.0,87.0,71.0,72.0,5.0,4.0,2.0,4.0,1.0,4.0,0.36269059503914225,0.9699865162440182,0.7375250979664448
S1010,99.0,76.0,77.0,69.0,87.0,72.0,93.0,1.0,4.0,3.0,4.0,5.0,2.0,0.7725673386243334,0.29597674894708237,0.5320443972891352
S1011,65.0,71.0,88.0,72.0,85.0,63.0,74.0,3.0,4.0,1.0,3.0,5.0,2.0,0.3135409854292347,0.2598688868593112,0.5352411876272168
S1012,75.0,78.0,85.0,91.0,65.0,65.0,64.0,2.0,4.0,5.0,5.0,2.0,2.0,0.9877606242498838,0.21462264721435553,0.24251985908753926
S1013,61.0,61.0,96.0,62.0,65.0,90.0,64.0,5.0,2.0,1.0,2.0,1.0,2.0,0.24312898834469487,0.79170226161329,0.5104820611146644
S1014,69.0,86.0,83.0,81.0,84.0,62.0,75.0,3.0,3.0,3.0,1.0,1.0,4.0,0.3847676567309415,0.8437898343671912,0.2974906383605359
S1015,89.0,63.0,99.0,75.0,99.0,67.0,83.0,4.0,2.0,1.0,3.0,3.0,3.0,0.39221789867461465,0.07362055929342848,0.11891010187501683
S1016,75.0,86.0,61.0,79.0,79.0,79.0,78.0,2.0,1.0,2.0,5.0,5.0,4.0,0.13673106672115898,0.3469752384423017,0.5240852604876935
S1017,77.0,72.0,76.0,92.0,87.0,64.0,87.0,1.0,3.0,1.0,4.0,3.0,2.0,0.0007443148890811102,0.18993231149983214,0.17565002019103104
S1018,84.0,79.0,80.0,72.0,65.0,88.0,68.0,3.0,5.0,2.0,3.0,2.0,5.0,0.25334684878851677,0.16608092605322933,0.1951281811639114
S1019,88.0,97.0,60.0,89.0,91.0,82.0,98.0,5.0,1.0,5.0,5.0,5.0,4.0,0.9838803609639978,0.5947302591546129,0.7626931648531967
S1020,69.0,80.0,85.0,74.0,76.0,94.0,84.0,5.0,1.0,2.0,4.0,2.0,2.0,0.8193433770806885,0.6676805974259451,0.704080270027243
S1021,74.0,92.0,70.0,83.0,65.0,87.0,88.0,1.0,4.0,3.0,5.0,2.0,2.0,0.6322834445352843,0.6493734780462979,0.9284496292375944
S1022,80.0,71.0,81.0,86.0,80.0,74.0,77.0,1.0,1.0,1.0,4.0,5.0,4.0,0.1857384738754777,0.2747300358262692,0.09325854881873741
S1023,69.0,81.0,79.0,78.0,87.0,96.0,60.0,1.0,1.0,2.0,4.0,4.0,5.0,0.837324462964272,0.44875532362784865,0.9071045605475243
S1024,93.0,94.0,85.0,89.0,71.0,73.0,98.0,4.0,5.0,3.0,5.0,1.0,3.0,0.4116757132463723,0.44261415808151017,0.4483565012875831
S1025,63.0,71.0,83.0,99.0,90.0,60.0,96.0,2.0,2.0,2.0,1.0,2.0,5.0,0.6124930921810058,0.7661241169658622,0.3512922761172187
S1026,60.0,74.0,72.0,88.0,63.0,74.0,99.0,1.0,4.0,1.0,1.0,4.0,5.0,0.6301654534223198,0.20396743675693474,0.5540471045014498
S1027,71.0,84.0,86.0,65.0,82.0,74.0,98.0,3.0,4.0,1.0,2.0,4.0,4.0,0.54658489984368,0.888715865648287,0.8958452238497272
S1028,64.0,82.0,74.0,84.0,89.0,63.0,72.0,3.0,1.0,2.0,2.0,3.0,2.0,0.4872111582995756,0.02459946577838401,0.8446219506181691
S1029,99.0,98.0,82.0,75.0,94.0,75.0,66.0,5.0,4.0,4.0,2.0,2.0,2.0,0.0006224705651719509,0.47825363550754363,0.019790157633456817
S1030,72.0,88.0,98.0,79.0,88.0,77.0,81.0,4.0,2.0,5.0,5.0,4.0,1.0,0.3525912943560229,0.636764686066574,0.3712009030540807
S1031,95.0,95.0,67.0,62.0,88.0,68.0,67.0,1.0,1.0,5.0,3.0,1.0,3.0,0.9268913585768563,0.6407636334448088,0.6464438725547403
S1032,89.0,71.0,87.0,69.0,72.0,61.0,60.0,4.0,5.0,1.0,5.0,4.0,5.0,0.37443704596936966,0.038543524296259624,0.7381797234919559
S1033,81.0,92.0,75.0,88.0,69.0,98.0,66.0,2.0,1.0,5.0,5.0,5.0,4.0,0.7162447305444656,0.5301250270038174,0.41626803925769085
S1034,60.0,85.0,64.0,94.0,72.0,86.0,71.0,1.0,1.0,2.0,2.0,5.0,1.0,0.5383170500086214,0.7468154041503854,0.7127854307878653
S1035,89.0,91.0,90.0,64.0,96.0,61.0,97.0,1.0,5.0,3.0,1.0,5.0,5.0,0.6581096623281902,0.9037772674033293,0.6098883773003034
S1036,66.0,60.0,62.0,79.0,61.0,80.0,91.0,3.0,2.0,5.0,1.0,2.0,2.0,0.014509647545037252,0.6180638356352548,0.6125592456702794
S1037,79.0,90.0,92.0,83.0,77.0,79.0,91.0,2.0,5.0,1.0,3.0,4.0,4.0,0.06963616350543822,0.42772975431596105,0.6510962619583276
S1038,64.0,61.0,85.0,84.0,81.0,98.0,81.0,2.0,4.0,4.0,5.0,3.0,4.0,0.7045012317480518,0.8930496252379636,0.8413809807098805
S1039,70.0,70.0,63.0,92.0,77.0,90.0,87.0,3.0,4.0,2.0,2.0,3.0,3.0,0.11655180931093245,0.6087844266374145,0.5964814111966464
S1040,81.0,99.0,62.0,66.0,79.0,66.0,66.0,3.0,3.0,1.0,2.0,4.0,1.0,0.30374791767759945,0.18410570611789256,0.19950865899390136
S1041,88.0,85.0,62.0,76.0,99.0,79.0,93.0,3.0,4.0,2.0,3.0,5.0,3.0,0.17754776904012337,0.8062636724149865,0.14839305065808828
S1042,92.0,75.0,82.0,63.0,99.0,92.0,67.0,4.0,2.0,3.0,2.0,1.0,5.0,0.2643919773418054,0.217788404521714,0.7128568324090317
S1043,64.0,92.0,84.0,66.0,66.0,92.0,92.0,1.0,5.0,1.0,2.0,2.0,1.0,0.15839589439213164,0.02406495260847885,0.37422542191823205
S1044,88.0,98.0,91.0,96.0,88.0,81.0,61.0,4.0,1.0,3.0,4.0,2.0,1.0,0.3050942611509867,0.39770470495575083,0.753815739113376
S1045,68.0,88.0,92.0,69.0,87.0,98.0,71.0,4.0,3.0,5.0,2.0,4.0,4.0,0.012366908895161788,0.03770760173755883,0.25564463186580777
S1046,81.0,65.0,99.0,82.0,93.0,97.0,75.0,4.0,1.0,2.0,2.0,1.0,1.0,0.8892084862798261,0.16907450059776374,0.9970379567816067
S1047,69.0,80.0,69.0,70.0,80.0,84.0,93.0,1.0,3.0,4.0,3.0,2.0,1.0,0.805692566071367,0.45613655312921275,0.7478622452486067
S1048,90.0,86.0,84.0,91.0,70.0,85.0,95.0,4.0,5.0,4.0,5.0,4.0,1.0,0.5188151249369125,0.5659922646398592,0.580771741918851
S1049,96.0,92.0,92.0,95.0,72.0,73.0,96.0,5.0,5.0,2.0,4.0,3.0,3.0,0.6487205128636212,0.06076419003058986,0.61649810493635
S1050,99.0,60.0,64.0,89.0,77.0,96.0,98.0,2.0,2.0,2.0,1.0,1.0,1.0,0.7169485818585107,0.3107231350367129,0.978578830473357
S1051,71.0,93.0,73.0,97.0,75.0,70.0,92.0,1.0,2.0,2.0,1.0,1.0,5.0,0.14444508601144435,0.9104425225283873,0.6764494079457165
S1052,74.0,69.0,62.0,70.0,70.0,75.0,97.0,4.0,5.0,4.0,1.0,1.0,1.0,0.6643144781887336,0.8760226599196654,0.8317292113006397
S1053,89.0,60.0,97.0,93.0,78.0,93.0,95.0,5.0,2.0,4.0,5.0,1.0,2.0,0.3454344322994487,0.7053698023157113,0.05060258268692808
S1054,63.0,69.0,76.0,75.0,80.0,87.0,67.0,5.0,4.0,1.0,4.0,1.0,1.0,0.46401843222580974,0.9377772607243146,0.2740894478013225
S1055,88.0,65.0,89.0,61.0,90.0,84.0,82.0,3.0,4.0,2.0,1.0,2.0,5.0,0.04997078906551655,0.5829449919414155,0.3550997630664606
S1056,80.0,75.0,63.0,67.0,65.0,86.0,95.0,1.0,1.0,1.0,2.0,3.0,4.0,0.37968347009920655,0.5824571870568152,0.6215890593482194
S1057,95.0,83.0,65.0,92.0,61.0,75.0,97.0,1.0,4.0,4.0,4.0,2.0,4.0,0.43732196558199476,0.5075492421894838,0.9932557567458055
S1058,68.0,64.0,69.0,89.0,66.0,88.0,61.0,5.0,2.0,2.0,5.0,3.0,3.0,0.957147958034555,0.7073170720243042,0.1614795269389825
S1059,79.0,63.0,87.0,67.0,94.0,61.0,87.0,1.0,3.0,1.0,4.0,1.0,3.0,0.3599600839875342,0.8830882240868257,0.42356591617918493
S1060,70.0,95.0,68.0,97.0,60.0,86.0,62.0,1.0,2.0,3.0,1.0,3.0,5.0,0.9553676493762834,0.4883017832590286,0.8617691342051267
S1061,98.0,68.0,99.0,87.0,80.0,87.0,83.0,3.0,5.0,1.0,5.0,3.0,2.0,0.035378899527998,0.43416369479277483,0.7002618507491564
S1062,77.0,68.0,85.0,83.0,65.0,71.0,95.0,5.0,3.0,2.0,4.0,5.0,5.0,0.8635645323432427,0.6096328928212278,0.17326202594111884
S1063,68.0,69.0,62.0,88.0,66.0,85.0,67.0,1.0,4.0,1.0,1.0,3.0,1.0,0.8857941652325871,0.5748131626739571,0.10801818175071132
S1064,72.0,94.0,78.0,81.0,75.0,74.0,61.0,5.0,1.0,2.0,5.0,3.0,1.0,0.4638467773898346,0.6989433935262958,0.4510157463163793
S1065,97.0,80.0,89.0,66.0,90.0,94.0,63.0,2.0,2.0,5.0,1.0,2.0,1.0,0.8707901072645543,0.4236943145607719,0.5834526895331611
S1066,93.0,60.0,69.0,89.0,91.0,62.0,69.0,5.0,4.0,2.0,3.0,1.0,5.0,0.211170436001903,0.5126863500451115,0.222857309932729
S1067,68.0,76.0,62.0,86.0,94.0,63.0,63.0,5.0,3.0,4.0,1.0,4.0,5.0,0.22518714794945904,0.27990254224324196,0.044199267447675106
S1068,91.0,97.0,70.0,98.0,65.0,94.0,91.0,2.0,4.0,2.0,3.0,5.0,2.0,0.1633096417397678,0.4243606253330613,0.13106049870733594
S1069,82.0,96.0,85.0,93.0,97.0,70.0,80.0,1.0,5.0,3.0,1.0,5.0,4.0,0.13338475051708076,0.9679318283806767,0.42709736319720626
S1070,83.0,74.0,62.0,61.0,66.0,64.0,99.0,5.0,1.0,2.0,2.0,5.0,5.0,0.4037326996223689,0.26773565483998285,0.5124471591074683
S1071,88.0,91.0,89.0,67.0,91.0,61.0,69.0,3.0,4.0,3.0,3.0,2.0,2.0,0.5960649016580531,0.41818552195949277,0.39380851645508486
S1072,96.0,62.0,82.0,93.0,77.0,92.0,92.0,1.0,3.0,1.0,5.0,1.0,2.0,0.7004266836440549,0.9497767008861185,0.8778220709825862
S1073,76.0,65.0,72.0,80.0,90.0,80.0,92.0,3.0,2.0,5.0,4.0,3.0,2.0,0.11862026690538907,0.6523086703672395,0.007047612501010492
S1074,87.0,65.0,67.0,72.0,93.0,99.0,81.0,4.0,5.0,4.0,2.0,2.0,5.0,0.6330917773508312,0.46435358892493284,0.49111305234383307
S1075,60.0,72.0,60.0,69.0,64.0,79.0,72.0,5.0,4.0,4.0,2.0,5.0,1.0,0.5880256078521117,0.7426553812889195,0.7294578026479444
S1076,96.0,69.0,62.0,93.0,93.0,89.0,96.0,5.0,3.0,3.0,5.0,4.0,3.0,0.04447903154668076,0.7364943863014933,0.8298159806691539
S1077,63.0,93.0,91.0,80.0,83.0,68.0,83.0,2.0,2.0,2.0,5.0,3.0,4.0,0.06817262443560246,0.3229466006776863,0.7920640768320306
S1078,84.0,95.0,67.0,88.0,84.0,94.0,97.0,2.0,4.0,2.0,5.0,2.0,5.0,0.49310681570170234,0.694891068809956,0.5023158075981345
S1079,87.0,78.0,91.0,96.0,87.0,94.0,67.0,3.0,3.0,4.0,2.0,3.0,1.0,0.9782224498081661,0.9361930728663616,0.28114524190619905
S1080,82.0,99.0,82.0,91.0,69.0,76.0,94.0,1.0,4.0,3.0,5.0,1.0,3.0,0.38588482174349403,0.4313459978353186,0.10420433294358489
S1081,94.0,62.0,95.0,88.0,86.0,90.0,93.0,5.0,2.0,3.0,2.0,1.0,2.0,0.4040749468794461,0.7748478211866275,0.8468962814491163
S1082,71.0,96.0,84.0,61.0,89.0,68.0,82.0,1.0,4.0,4.0,1.0,5.0,4.0,0.8861327504382611,0.014559000171474823,0.7888060387483584
S1083,68.0,79.0,60.0,98.0,82.0,77.0,91.0,5.0,5.0,5.0,3.0,3.0,5.0,0.5026276844852345,0.20615914482863906,0.49874502251143604
S1084,68.0,70.0,60.0,70.0,92.0,89.0,64.0,1.0,4.0,2.0,3.0,3.0,2.0,0.8442604666817923,0.43424936776062606,0.9904610805990239
S1085,60.0,69.0,72.0,86.0,67.0,87.0,61.0,5.0,2.0,5.0,3.0,2.0,1.0,0.616683184668505,0.48976366914574176,0.2948893278673509
S1086,71.0,86.0,72.0,81.0,99.0,74.0,90.0,4.0,4.0,4.0,2.0,5.0,3.0,0.011051062639031106,0.6105483566893044,0.5774955463563677
S1087,66.0,98.0,94.0,66.0,71.0,73.0,93.0,4.0,2.0,4.0,5.0,1.0,1.0,0.5168143552325256,0.5377044539786631,0.8435223711439643
S1088,98.0,68.0,92.0,71.0,93.0,86.0,81.0,3.0,1.0,1.0,2.0,2.0,3.0,0.3168699246402308,0.5502539440002071,0.6799476258585463
S1089,77.0,77.0,96.0,66.0,63.0,75.0,81.0,3.0,2.0,1.0,5.0,1.0,1.0,0.20981892692856097,0.9248194150470239,0.7371225247739107
S1090,95.0,79.0,90.0,92.0,72.0,79.0,97.0,5.0,3.0,2.0,3.0,3.0,3.0,0.05329540015607348,0.865106697937929,0.9298701453601211
S1091,81.0,98.0,82.0,92.0,89.0,73.0,95.0,2.0,3.0,3.0,4.0,1.0,4.0,0.793670048223755,0.4262246016936688,0.9943768997177854
S1092,67.0,81.0,63.0,94.0,67.0,93.0,81.0,2.0,5.0,5.0,4.0,4.0,4.0,0.12443589941091104,0.5366058413535754,0.17039080407253948
S1093,84.0,84.0,99.0,99.0,76.0,75.0,98.0,1.0,2.0,3.0,4.0,1.0,5.0,0.43934880284622024,0.9274243066255801,0.7942611284016664
S1094,74.0,76.0,94.0,92.0,99.0,98.0,77.0,5.0,5.0,4.0,5.0,5.0,5.0,0.78208194153034,0.3538538009818214,0.9342701774435406
S1095,89.0,82.0,96.0,66.0,69.0,75.0,87.0,3.0,5.0,1.0,4.0,3.0,3.0,0.3682609306539929,0.03997343571993761,0.6378012624609642
S1096,82.0,93.0,77.0,82.0,79.0,90.0,73.0,4.0,5.0,5.0,2.0,5.0,1.0,0.3626476165258933,0.1537248882355161,0.9346580620540915
S1097,82.0,61.0,88.0,68.0,92.0,71.0,78.0,5.0,4.0,5.0,4.0,3.0,2.0,0.6372395340342434,0.9405296895102307,0.5829786822940819
S1098,79.0,96.0,90.0,94.0,80.0,72.0,98.0,3.0,4.0,2.0,3.0,5.0,5.0,0.06386365962577223,0.029940513710376093,0.9005614350022894
S1099,86.0,84.0,61.0,94.0,67.0,92.0,84.0,2.0,3.0,1.0,1.0,1.0,3.0,0.038727936878708014,0.6151757971827795,0.29797580744236496
S1100,80.0,95.0,72.0,68.0,94.0,95.0,69.0,3.0,3.0,4.0,1.0,1.0,1.0,0.6876581391029672,0.28472242871714604,0.037222170449489944
S1101,64.0,90.0,83.0,91.0,62.0,75.0,79.0,4.0,4.0,3.0,1.0,1.0,5.0,0.7308384727989147,0.3109026302635449,0.5507989272598827
S1102,83.0,93.0,82.0,97.0,61.0,64.0,77.0,5.0,5.0,4.0,3.0,2.0,1.0,0.7738658199351997,0.7028233018300055,0.3485711052046474
