,Math,Science,Literature,History,Art,Computer Science,Economics,Technology,Healthcare,Business,Arts,Education,Engineering,Analytical,Creative,Social
S1000,98.0,74.0,89.0,70.0,85.0,65.0,79.0,1.0,2.0,4.0,2.0,4.0,2.0,0.6228425542135075,0.6997007564614762,0.9601427044664844
S1001,71.0,69.0,83.0,88.0,92.0,92.0,95.0,2.0,4.0,2.0,4.0,2.0,2.0,0.02312263196835085,0.7212442526283336,0.42297673594746377
S1002,64.0,75.0,82.0,82.0,76.0,62.0,66.0,5.0,1.0,5.0,3.0,2.0,5.0,0.9313920265466991,0.5980810951945031,0.940770598412982
S1003,85.0,65.0,63.0,65.0,70.0,71.0,63.0,3.0,3.0,5.0,4.0,4.0,2.0,0.586942178196155,0.5962264872274247,0.9099611737715385
S1004,86.0,99.0,70.0,84.0,60.0,63.0,83.0,2.0,2.0,3.0,5.0,2.0,5.0,0.8046349814522468,0.11678229619356806,0.10613528504288583
S1005,84.0,83.0,69.0,85.0,92.0,99.0,70.0,4.0,2.0,2.0,3.0,4.0,3.0,0.20535002939825409,0.909171715577248,0.36714976654725373
S1006,72.0,90.0,98.0,97.0,95.0,83.0,75.0,2.0,4.0,2.0,5.0,2.0,5.0,0.3087238985847255,0.1322917901363304,0.602433240409129
S1007,92.0,92.0,86.0,92.0,73.0,88.0,60.0,4.0,3.0,5.0,5.0,4.0,1.0,0.5646762732896435,0.3680812164163533,0.766692642784022
S1008,60.0,62.0,85.0,92.0,85.0,80.0,79.0,3.0,4.0,5.0,2.0,1.0,3.0,0.5554841380639721,0.9285512581038878,0.9055188826845163
S1009,70.0,87.0,92.0,65.0,69.0,92.0,97.0,5.0,2.0,4.0,3.0,5.0,3.0,0.7488779244406413,0.6032274700309423,0.14869328211560773
S1010,93.0,87.0,63.0,71.0,79.0,82.0,86.0,1.0,2.0,4.0,4.0,3.0,5.0,0.7461362904274321,0.8813488152213745,0.45046567317676256
S1011,89.0,79.0,68.0,75.0,90.0,88.0,89.0,5.0,1.0,1.0,2.0,3.0,4.0,0.04519897419967289,0.18444512074352137,0.4195428852768899
S1012,93.0,63.0,62.0,98.0,63.0,69.0,90.0,5.0,1.0,2.0,2.0,4.0,1.0,0.962576492127297,0.5010043572488391,0.26495229321986136
S1013,64.0,88.0,71.0,74.0,69.0,83.0,90.0,3.0,2.0,4.0,5.0,2.0,2.0,0.08895766039268094,0.5008383187449079,0.2094310530635255
S1014,96.0,75.0,66.0,87.0,65.0,63.0,69.0,5.0,3.0,3.0,3.0,3.0,3.0,0.986710068526839,0.3817927814263916,0.7365436246742776
S1015,66.0,70.0,92.0,98.0,67.0,78.0,95.0,1.0,1.0,5.0,1.0,1.0,2.0,0.6531495695354804,0.4994941353219047,0.43399427912807753
S1016,71.0,64.0,74.0,96.0,83.0,88.0,64.0,2.0,1.0,1.0,2.0,5.0,2.0,0.8964059624806929,0.2898965525605809,0.6754965727604556
S1017,71.0,62.0,98.0,79.0,64.0,64.0,86.0,4.0,5.0,3.0,2.0,2.0,2.0,0.07244849338914183,0.5692853094296406,0.9715795924091791
S1018,97.0,80.0,85.0,81.0,83.0,97.0,81.0,3.0,3.0,3.0,1.0,3.0,3.0,0.7181366378454243,0.26779901317791166,0.5587450508107478
S1019,83.0,68.0,82.0,89.0,75.0,76.0,68.0,3.0,3.0,1.0,1.0,1.0,3.0,0.8844433289563648,0.7900746811219556,0.33400565589561093
S1020,97.0,82.0,86.0,97.0,77.0,80.0,68.0,3.0,4.0,3.0,4.0,2.0,5.0,0.9580700131985705,0.7095249814880653,0.9277226344792023
S1021,83.0,99.0,83.0,88.0,73.0,85.0,93.0,5.0,2.0,1.0,1.0,1.0,4.0,0.11145953839985501,0.4133702025013224,0.4351003406342654
S1022,60.0,62.0,64.0,60.0,90.0,73.0,74.0,3.0,5.0,3.0,3.0,5.0,4.0,0.737426596390113,0.788153285941325,0.36169885876549235
S1023,83.0,67.0,83.0,89.0,69.0,83.0,87.0,5.0,4.0,3.0,4.0,1.0,1.0,0.8942908114872979,0.4601509322200311,0.07404705280083501
S1024,95.0,60.0,72.0,89.0,72.0,74.0,94.0,5.0,1.0,2.0,2.0,2.0,1.0,0.24879785391578246,0.544725740776274,0.7472687316601642
S1025,70.0,74.0,68.0,81.0,68.0,77.0,72.0,4.0,1.0,4.0,5.0,4.0,3.0,0.08074329229803145,0.7070345319287833,0.15857065691198002
S1026,90.0,95.0,91.0,86.0,74.0,95.0,93.0,5.0,2.0,5.0,5.0,1.0,4.0,0.8561965639991436,0.2529068815997839,0.20136896015083217
S1027,92.0,95.0,88.0,68.0,86.0,83.0,83.0,1.0,1.0,5.0,1.0,5.0,5.0,0.6522809611524246,0.3774582337375064,0.6254126601558689
S1028,95.0,79.0,81.0,65.0,60.0,66.0,79.0,3.0,4.0,3.0,5.0,5.0,3.0,0.9387667116267719,0.6078364932678368,0.6481727252537046
S1029,91.0,69.0,91.0,93.0,72.0,94.0,62.0,3.0,3.0,1.0,4.0,3.0,4.0,0.7468554152155813,0.7192206451114133,0.6816783228843223
S1030,92.0,98.0,72.0,85.0,78.0,84.0,86.0,5.0,2.0,4.0,1.0,3.0,5.0,0.7861368090178442,0.373596716169014,0.27610176353047877
S1031,68.0,63.0,93.0,98.0,68.0,80.0,79.0,4.0,5.0,3.0,5.0,1.0,2.0,0.21806599759838885,0.6940269905899158,0.36120249866917054
S1032,92.0,86.0,99.0,78.0,87.0,91.0,77.0,2.0,5.0,5.0,4.0,5.0,2.0,0.6291738411650123,0.7187360439570853,0.4792931760811979
S1033,78.0,82.0,99.0,92.0,76.0,88.0,99.0,5.0,1.0,2.0,2.0,1.0,1.0,0.25100125941227147,0.8822336720167406,0.3828272706137935
S1034,70.0,80.0,98.0,95.0,79.0,81.0,65.0,2.0,4.0,3.0,4.0,4.0,2.0,0.12090203523758525,0.5266460420709217,0.8108426646059498
S1035,76.0,75.0,70.0,96.0,88.0,73.0,82.0,2.0,2.0,1.0,2.0,4.0,2.0,0.711804450165575,0.9945365331343679,0.15235439975920229
S1036,70.0,84.0,83.0,71.0,99.0,61.0,77.0,5.0,1.0,2.0,2.0,2.0,1.0,0.4910220227518781,0.8706930954683023,0.9746272244404123
S1037,64.0,88.0,68.0,68.0,87.0,76.0,85.0,3.0,5.0,1.0,4.0,2.0,1.0,0.840238499014781,0.12712108608549488,0.5535953435259503
S1038,83.0,75.0,61.0,75.0,93.0,93.0,67.0,5.0,1.0,4.0,3.0,3.0,5.0,0.387734597674371,0.5724619086037246,0.5989056671342937
S1039,87.0,97.0,80.0,69.0,79.0,93.0,90.0,5.0,3.0,1.0,2.0,5.0,3.0,0.9476845389146342,0.9926666530129781,0.9293844928307083
S1040,81.0,63.0,96.0,66.0,67.0,85.0,68.0,5.0,4.0,4.0,4.0,5.0,4.0,0.5410129725812306,0.02411142163556157,0.4786557506495688
S1041,96.0,60.0,96.0,97.0,63.0,74.0,67.0,5.0,4.0,1.0,5.0,1.0,1.0,0.7367218012197184,0.6538203868570317,0.9491363474962203
S1042,61.0,86.0,73.0,99.0,93.0,72.0,94.0,3.0,2.0,3.0,3.0,1.0,4.0,0.08118933227442138,0.8255107057670285,0.3410884736658678
S1043,72.0,78.0,96.0,90.0,98.0,95.0,60.0,2.0,3.0,4.0,4.0,5.0,4.0,0.5175830411770131,0.7807922186893462,0.5787511805066352
S1044,66.0,76.0,67.0,70.0,71.0,82.0,95.0,3.0,1.0,2.0,5.0,3.0,3.0,0.8242645076061252,0.7520744384597582,0.5108472320205302
S1045,96.0,91.0,93.0,83.0,63.0,69.0,69.0,5.0,2.0,2.0,5.0,3.0,5.0,0.3633265827161821,0.34212980287979977,0.1176719547763565
S1046,65.0,62.0,71.0,73.0,87.0,74.0,83.0,4.0,3.0,4.0,1.0,2.0,2.0,0.4244849138963409,0.8176902454494663,0.9449417206477241
S1047,97.0,75.0,91.0,87.0,68.0,90.0,82.0,4.0,3.0,1.0,2.0,3.0,2.0,0.4849800323205099,0.32239849309956237,0.9496107170530123
S1048,77.0,74.0,71.0,94.0,89.0,66.0,96.0,4.0,3.0,2.0,3.0,1.0,2.0,0.01829198146194344,0.5905088042136243,0.7923158510826577
S1049,70.0,99.0,87.0,72.0,61.0,72.0,64.0,4.0,4.0,5.0,1.0,3.0,1.0,0.7967431641956948,0.6103504261854991,0.19956409716994028
S1050,69.0,94.0,68.0,79.0,69.0,93.0,64.0,5.0,5.0,4.0,4.0,5.0,4.0,0.8254408825084947,0.31104369314798197,0.00920371569842282
S1051,95.0,74.0,74.0,80.0,75.0,89.0,89.0,4.0,1.0,5.0,5.0,2.0,4.0,0.6436442883698834,0.8770385013625069,0.15461312266701444
S1052,98.0,90.0,78.0,77.0,81.0,94.0,62.0,4.0,2.0,4.0,5.0,1.0,5.0,0.44754534546329816,0.07684983724043548,0.6774629770627573
S1053,85.0,95.0,96.0,75.0,78.0,87.0,88.0,1.0,2.0,1.0,3.0,4.0,3.0,0.9333014510386816,0.7672084411290196,0.5554328896363558
S1054,63.0,74.0,97.0,80.0,81.0,66.0,87.0,3.0,3.0,2.0,3.0,3.0,2.0,0.9281479962271976,0.46440188312027186,0.7830726824336701
S1055,90.0,85.0,72.0,98.0,84.0,76.0,79.0,2.0,4.0,4.0,1.0,4.0,4.0,0.37564475849871715,0.5515611700337173,0.6854154625968486
S1056,68.0,83.0,85.0,86.0,98.0,84.0,89.0,4.0,1.0,2.0,3.0,3.0,4.0,0.3248581192212271,0.2773527469704732,0.20811486216875819
S1057,89.0,81.0,90.0,61.0,86.0,64.0,87.0,1.0,3.0,2.0,4.0,4.0,2.0,0.27326491544936893,0.7377754534036102,0.2772254860843397
S1058,69.0,67.0,63.0,84.0,97.0,78.0,83.0,2.0,4.0,1.0,2.0,5.0,3.0,0.7650973886949384,0.7806458167848424,0.9085115768900578
S1059,67.0,67.0,87.0,63.0,66.0,63.0,79.0,3.0,2.0,5.0,1.0,3.0,2.0,0.6712633263662527,0.64038187263079,0.4161954723015282
S1060,90.0,73.0,62.0,79.0,96.0,88.0,70.0,3.0,2.0,4.0,3.0,1.0,1.0,0.1628908926448751,0.5473126696638799,0.21225874183325621
S1061,70.0,82.0,80.0,67.0,94.0,65.0,87.0,5.0,3.0,1.0,3.0,1.0,2.0,0.29841037471384846,0.8184487011137875,0.3964622184337405
S1062,71.0,94.0,62.0,64.0,71.0,96.0,80.0,3.0,2.0,2.0,5.0,1.0,1.0,0.621865320478423,0.018118657353741185,0.18824275298933202
S1063,71.0,94.0,80.0,96.0,97.0,73.0,83.0,2.0,2.0,5.0,1.0,3.0,1.0,0.9587625701199082,0.5454744083664331,0.6073608447872086
S1064,64.0,76.0,72.0,97.0,68.0,99.0,73.0,4.0,1.0,5.0,1.0,3.0,4.0,0.6619261586854733,0.6644402598293887,0.8037383818265167
S1065,99.0,82.0,79.0,99.0,93.0,74.0,78.0,4.0,3.0,5.0,1.0,3.0,5.0,0.8452976108536194,0.49715557305464486,0.2950770858455187
S1066,69.0,84.0,76.0,77.0,88.0,96.0,61.0,5.0,5.0,5.0,5.0,4.0,2.0,0.02936631606276241,0.33244183347544376,0.04072197739314232
S1067,92.0,92.0,83.0,74.0,79.0,77.0,70.0,3.0,1.0,5.0,5.0,1.0,1.0,0.6470502745714204,0.1071417478599852,0.42171164109653814
S1068,94.0,82.0,80.0,74.0,71.0,98.0,63.0,2.0,4.0,2.0,1.0,5.0,5.0,0.958834048728419,0.012916562328468939,0.700824715532846
S1069,75.0,78.0,84.0,71.0,71.0,92.0,68.0,5.0,4.0,1.0,2.0,5.0,1.0,0.6437606863226086,0.28994966556172197,0.05322079712068639
S1070,87.0,86.0,71.0,63.0,94.0,80.0,99.0,3.0,1.0,2.0,3.0,2.0,3.0,0.8395257856102092,0.866597015784041,0.08237574398748204
S1071,86.0,80.0,98.0,69.0,83.0,60.0,73.0,5.0,1.0,1.0,1.0,2.0,2.0,0.3621747315942878,0.8829012005808214,0.5047965400808808
S1072,93.0,65.0,78.0,86.0,82.0,95.0,64.0,5.0,1.0,3.0,2.0,2.0,4.0,0.20154281114453076,0.6138467751215854,0.1963277506226988
S1073,69.0,71.0,75.0,98.0,68.0,67.0,82.0,4.0,2.0,2.0,5.0,2.0,5.0,0.8292721975354083,0.2776120004642376,0.4488533068322903
S1074,67.0,99.0,85.0,77.0,98.0,78.0,65.0,3.0,3.0,3.0,4.0,4.0,5.0,0.9458836806847261,0.9515549731865328,0.5577251967733073
S1075,88.0,94.0,91.0,65.0,83.0,95.0,70.0,1.0,2.0,5.0,2.0,2.0,2.0,0.6419406914040375,0.6673468034066432,0.3693024856259034
S1076,68.0,81.0,93.0,61.0,97.0,79.0,68.0,3.0,1.0,2.0,1.0,1.0,2.0,0.8479513311215399,0.817093262843181,0.8265914309179375
S1077,94.0,83.0,64.0,92.0,78.0,83.0,75.0,1.0,2.0,1.0,3.0,3.0,3.0,0.8461875627254924,0.2464484186592354,0.4073175093761401
S1078,84.0,95.0,76.0,80.0,77.0,74.0,77.0,3.0,3.0,2.0,5.0,3.0,1.0,0.7811018991955917,0.7962045511463446,0.6023452834486351
S1079,89.0,89.0,97.0,75.0,80.0,82.0,69.0,3.0,2.0,4.0,2.0,1.0,1.0,0.5834630192118582,0.2067162012559921,0.2879074524087598
S1080,95.0,86.0,80.0,68.0,99.0,83.0,60.0,2.0,1.0,5.0,3.0,3.0,3.0,0.5508909195687939,0.7865750732507214,0.5075917603341166
S1081,77.0,79.0,67.0,93.0,82.0,65.0,73.0,1.0,1.0,1.0,1.0,4.0,3.0,0.8881904180093655,0.16397049357974214,0.3392108380498935
S1082,95.0,84.0,67.0,71.0,81.0,60.0,86.0,3.0,3.0,3.0,3.0,5.0,5.0,0.6151632089262313,0.7181258906575871,0.6821847833263024
S1083,67.0,80.0,70.0,68.0,83.0,93.0,75.0,2.0,1.0,2.0,4.0,1.0,4.0,0.8498172179389071,0.06037959121001679,0.771685595582284
S1084,64.0,64.0,62.0,93.0,64.0,78.0,87.0,1.0,2.0,1.0,4.0,5.0,2.0,0.7600267028743657,0.4221334581841776,0.5429816076141147
S1085,61.0,60.0,92.0,64.0,97.0,91.0,81.0,1.0,1.0,1.0,2.0,1.0,3.0,0.6392626004551101,0.7345173878103683,0.9673898403633074
S1086,87.0,81.0,91.0,64.0,65.0,84.0,80.0,4.0,4.0,1.0,5.0,4.0,1.0,0.5318073102176439,0.571199155046733,0.4967135865578137
S1087,66.0,72.0,84.0,77.0,93.0,94.0,84.0,3.0,5.0,2.0,1.0,1.0,4.0,0.17722694356321222,0.23170910387027088,0.8808114071140383
S1088,60.0,64.0,70.0,76.0,86.0,82.0,77.0,5.0,4.0,5.0,1.0,2.0,3.0,0.2579874182602777,0.08269636921506873,0.7525926281595074
S1089,93.0,72.0,71.0,73.0,65.0,70.0,99.0,5.0,4.0,3.0,5.0,1.0,4.0,0.956029276704833,0.6345130027661194,0.7876055296350779
S1090,87.0,65.0,66.0,88.0,84.0,61.0,82.0,3.0,4.0,4.0,4.0,4.0,2.0,0.9805087805008202,0.41405912004182677,0.8764404979126054
S1091,62.0,75.0,82.0,92.0,76.0,86.0,88.0,3.0,3.0,5.0,5.0,1.0,1.0,0.8184774750977103,0.6843604410076937,0.37583435007411714
S1092,67.0,98.0,83.0,77.0,65.0,80.0,78.0,4.0,5.0,1.0,1.0,2.0,3.0,0.07388257642327911,0.32618092911183494,0.2829119863482019
S1093,94.0,99.0,68.0,80.0,91.0,77.0,60.0,2.0,4.0,4.0,2.0,1.0,4.0,0.5348349506136871,0.7656468599151994,0.38236430325305404
S1094,73.0,89.0,67.0,74.0,86.0,99.0,74.0,2.0,5.0,4.0,1.0,4.0,5.0,0.8772143879673041,0.5678982564947852,0.7330735655015679
S1095,87.0,68.0,64.0,79.0,76.0,84.0,71.0,3.0,3.0,5.0,1.0,2.0,4.0,0.20619371784588258,0.8491652173512737,0.318058009213918
S1096,97.0,99.0,60.0,93.0,61.0,96.0,85.0,5.0,4.0,4.0,1.0,4.0,3.0,0.6423465291129747,0.11015188746468019,0.8700849538789721
S1097,66.0,89.0,86.0,79.0,99.0,90.0,93.0,3.0,4.0,2.0,3.0,5.0,4.0,0.4694420278802187,0.4396055231907806,0.5113643652762958
S1098,95.0,85.0,86.0,76.0,80.0,96.0,92.0,3.0,4.0,5.0,3.0,5.0,5.0,0.502654033409235,0.985080939889034,0.17581925990694125
S1099,62.0,65.0,99.0,72.0,72.0,71.0,68.0,2.0,1.0,2.0,3.0,3.0,5.0,0.5796576253265514,0.09025285225265822,0.8089954902653469
S1100,90.0,62.0,61.0,86.0,96.0,64.0,82.0,1.0,4.0,4.0,5.0,2.0,1.0,0.6482815977794368,0.7639640379045617,0.8483258091707266
S1101,82.0,69.0,93.0,88.0,78.0,99.0,67.0,4.0,1.0,2.0,5.0,2.0,4.0,0.6489783336070771,0.2683332983067124,0.8403860947421468
S1102,88.0,87.0,86.0,88.0,69.0,60.0,65.0,3.0,5.0,3.0,2.0,4.0,4.0,0.023410731275292584,0.6218908696332515,0.4978653409549779
S1103,73.0,96.0,72.0,82.0,75.0,80.0,83.0,3.0,5.0,5.0,2.0,4.0,2.0,0.6250192135929452,0.8882814068741155,0.9956864038238935
S1104,98.0,98.0,79.0,62.0,88.0,63.0,69.0,1.0,5.0,3.0,5.0,4.0,4.0,0.557345721540735,0.8509605011358732,0.7205673241202688
S1105,96.0,71.0,93.0,91.0,63.0,71.0,96.0,5.0,3.0,1.0,5.0,5.0,3.0,0.5202046709190595,0.36882021187457514,0.550372989652394
S1106,87.0,97.0,62.0,97.0,81.0,91.0,90.0,2.0,3.0,5.0,5.0,2.0,1.0,0.7882866921382974,0.9651546513192064,0.6104862160141526
S1107,82.0,98.0,75.0,71.0,81.0,69.0,79.0,3.0,5.0,1.0,1.0,5.0,3.0,0.7519306282780523,0.8937193579313281,0.20808132286378178
S1108,81.0,78.0,84.0,69.0,74.0,62.0,91.0,5.0,3.0,2.0,5.0,2.0,3.0,0.5168216212854136,0.7412601869722886,0.0886841059980581
S1109,89.0,68.0,89.0,75.0,93.0,64.0,66.0,2.0,2.0,1.0,1.0,3.0,1.0,0.05630987537909571,0.2391563315867684,0.9008324696040906
S1110,74.0,85.0,98.0,96.0,96.0,89.0,65.0,2.0,3.0,1.0,4.0,4.0,3.0,0.8334056341994425,0.20907912812547025,0.669670886646032
S1111,76.0,95.0,84.0,83.0,92.0,91.0,88.0,5.0,5.0,2.0,2.0,2.0,3.0,0.35723708274743227,0.5594722028687958,0.13330008035284924
S1112,88.0,74.0,84.0,72.0,88.0,86.0,73.0,5.0,1.0,2.0,2.0,5.0,4.0,0.7227341143415997,0.6650088902937068,0.5434969440769107
S1113,72.0,89.0,73.0,88.0,68.0,65.0,79.0,4.0,5.0,1.0,1.0,1.0,3.0,0.4402595302066159,0.3213866000735135,0.26801999534328
S1114,77.0,78.0,96.0,98.0,63.0,82.0,98.0,1.0,4.0,2.0,2.0,5.0,5.0,0.6298914796468955,0.6598644523284007,0.44240415044651515
S1115,72.0,64.0,71.0,82.0,93.0,63.0,99.0,4.0,2.0,2.0,1.0,3.0,3.0,0.9573533389191462,0.49284264196184924,0.7292082813160323
S1116,77.0,82.0,95.0,90.0,94.0,69.0,76.0,5.0,2.0,4.0,5.0,1.0,1.0,0.24322729405238974,0.6442039622251201,0.9981944402828559
S1117,96.0,65.0,73.0,88.0,80.0,89.0,99.0,4.0,2.0,2.0,4.0,4.0,3.0,0.5060257814589163,0.08870799719298628,0.025112870272634535
S1118,71.0,60.0,62.0,74.0,64.0,79.0,85.0,4.0,4.0,5.0,4.0,4.0,1.0,0.2775079551918128,0.7341893359684392,0.7676695863963349
S1119,86.0,68.0,87.0,92.0,75.0,61.0,85.0,3.0,4.0,4.0,2.0,1.0,3.0,0.586153804992453,0.5681343885973184,0.5426001420173046
S1120,81.0,61.0,66.0,92.0,75.0,81.0,72.0,2.0,4.0,1.0,3.0,2.0,2.0,0.7655216933079684,0.034919442082258945,0.7896745290719902
S1121,89.0,76.0,92.0,81.0,72.0,98.0,69.0,3.0,1.0,3.0,5.0,1.0,1.0,0.21479656094011312,0.13640549217184195,0.6110029109685052
S1122,76.0,83.0,94.0,61.0,89.0,97.0,71.0,5.0,5.0,2.0,1.0,3.0,2.0,0.3131955299029423,0.22746217371678223,0.5361332529692949
S1123,84.0,70.0,97.0,96.0,76.0,94.0,64.0,1.0,5.0,2.0,4.0,4.0,5.0,0.17614657654153176,0.44728224689430773,0.23501342688912996
S1124,87.0,93.0,99.0,79.0,68.0,74.0,61.0,1.0,5.0,2.0,2.0,3.0,4.0,0.8694832804864627,0.5409831149453429,0.995507738691604
S1125,74.0,74.0,79.0,77.0,87.0,90.0,94.0,3.0,1.0,4.0,5.0,5.0,4.0,0.43448820708254554,0.9136805795963086,0.41737253282209386
S1126,63.0,76.0,62.0,92.0,85.0,62.0,78.0,4.0,4.0,1.0,3.0,1.0,3.0,0.4399057047977525,0.7037092943072518,0.8430336995840835
S1127,99.0,86.0,99.0,95.0,86.0,88.0,68.0,1.0,4.0,2.0,4.0,2.0,3.0,0.6520090312613153,0.24062398166487342,0.7859692313413404
S1128,68.0,86.0,71.0,76.0,68.0,94.0,66.0,4.0,4.0,3.0,5.0,3.0,3.0,0.0972312051887747,0.32308479946236246,0.7104874928220696
S1129,62.0,72.0,71.0,66.0,64.0,78.0,99.0,1.0,1.0,3.0,3.0,1.0,5.0,0.6862565093960017,0.009779140634625483,0.10431423077100943
S1130,69.0,65.0,91.0,61.0,71.0,64.0,82.0,5.0,4.0,4.0,5.0,4.0,5.0,0.12070681597785127,0.015246844002792193,0.05437615506176252
S1131,60.0,91.0,71.0,66.0,85.0,68.0,83.0,5.0,5.0,1.0,4.0,1.0,5.0,0.4957480782566023,0.6975100734601265,0.16576376359657974
S1132,65.0,67.0,88.0,69.0,86.0,94.0,98.0,2.0,4.0,2.0,4.0,5.0,5.0,0.1640131547047321,0.26517356050647645,0.4473902000071759
S1133,69.0,78.0,82.0,63.0,74.0,63.0,83.0,5.0,2.0,1.0,4.0,1.0,4.0,0.9909581459973413,0.027961031965942684,0.9551109962286022
S1134,92.0,60.0,98.0,64.0,74.0,73.0,62.0,2.0,2.0,3.0,1.0,1.0,1.0,0.949640995523592,0.15303990180452542,0.6505319350172466
S1135,83.0,62.0,62.0,84.0,74.0,74.0,76.0,1.0,4.0,1.0,4.0,3.0,4.0,0.3170587228844651,0.8724846450843767,0.5526339261347644
S1136,66.0,85.0,87.0,69.0,66.0,69.0,96.0,2.0,4.0,3.0,1.0,2.0,4.0,0.4187954720638526,0.37799664037806113,0.42151131421039023
S1137,88.0,72.0,67.0,81.0,76.0,70.0,77.0,1.0,5.0,3.0,1.0,5.0,3.0,0.598494603738104,0.005949746430309544,0.23767632164781283
S1138,78.0,88.0,63.0,88.0,89.0,78.0,74.0,3.0,4.0,2.0,5.0,3.0,4.0,0.34300578791925396,0.9790446739049216,0.03451672425522678
S1139,93.0,77.0,71.0,83.0,76.0,74.0,79.0,2.0,3.0,4.0,5.0,4.0,5.0,0.5176114451379692,0.8571120845914166,0.5136429741807459
S1140,85.0,96.0,70.0,98.0,89.0,99.0,70.0,3.0,1.0,4.0,3.0,1.0,1.0,0.06683879962812012,0.4118296868310781,0.9988707653436475
S1141,97.0,74.0,89.0,74.0,91.0,73.0,68.0,5.0,3.0,2.0,2.0,4.0,4.0,0.1519913118345959,0.9204717432834435,0.9244540580984987
S1142,75.0,94.0,76.0,89.0,75.0,84.0,70.0,3.0,5.0,4.0,1.0,2.0,5.0,0.2080842072063538,0.15667757047351016,0.44111857736544746
S1143,65.0,73.0,97.0,94.0,84.0,90.0,88.0,2.0,5.0,1.0,2.0,5.0,1.0,0.16182696725217893,0.525964243099515,0.14720012231494373
S1144,71.0,75.0,63.0,80.0,97.0,95.0,90.0,3.0,2.0,5.0,2.0,1.0,2.0,0.8802611261656643,0.4649858075733083,0.38142564912890675
S1145,71.0,72.0,92.0,70.0,98.0,81.0,93.0,2.0,1.0,2.0,1.0,1.0,4.0,0.711311943902212,0.5675796869634344,0.7104074622886296
S1146,87.0,60.0,72.0,86.0,77.0,93.0,88.0,2.0,4.0,2.0,4.0,5.0,3.0,0.951026169333003,0.6445540919209649,0.6911521853163303
S1147,64.0,60.0,74.0,95.0,72.0,95.0,62.0,3.0,2.0,5.0,1.0,3.0,4.0,0.22550632194740428,0.6869250911245847,0.8624427710951955
S1148,99.0,76.0,62.0,83.0,82.0,80.0,93.0,4.0,5.0,4.0,3.0,1.0,5.0,0.6273523239578176,0.6564045730562938,0.9067147341613508
S1149,63.0,75.0,87.0,66.0,80.0,76.0,84.0,2.0,2.0,1.0,2.0,2.0,1.0,0.5928789787300971,0.30986091366888,0.4024238954329433
S1150,89.0,87.0,88.0,98.0,74.0,76.0,95.0,4.0,5.0,1.0,1.0,5.0,3.0,0.30116270766727327,0.8143526967973003,0.6654289347852294
S1151,95.0,72.0,89.0,60.0,69.0,83.0,83.0,1.0,5.0,2.0,3.0,4.0,5.0,0.3718744310837814,0.6165033215016685,0.6887652909526146
S1152,78.0,61.0,84.0,95.0,69.0,91.0,93.0,1.0,1.0,1.0,5.0,2.0,5.0,0.40721578387080526,0.595271476831059,0.9410066417356608
S1153,65.0,72.0,82.0,76.0,64.0,68.0,89.0,5.0,5.0,3.0,4.0,3.0,3.0,0.25722812591103483,0.23412457328417802,0.33849039050862195
S1154,77.0,84.0,91.0,99.0,81.0,90.0,63.0,2.0,3.0,5.0,1.0,1.0,3.0,0.2845703912359777,0.9213801946499309,0.8883243543329112
S1155,68.0,85.0,75.0,63.0,84.0,70.0,98.0,4.0,3.0,4.0,1.0,1.0,2.0,0.7130468681676247,0.621910366215452,0.9499141808703152
S1156,83.0,63.0,95.0,94.0,90.0,76.0,98.0,1.0,3.0,1.0,2.0,3.0,3.0,0.3775438441965505,0.9136943815570518,0.5718645576193674
S1157,82.0,72.0,89.0,69.0,84.0,98.0,71.0,2.0,2.0,5.0,2.0,4.0,4.0,0.2031149906484191,0.3390991347368144,0.5521158427357512
S1158,66.0,63.0,71.0,75.0,75.0,64.0,75.0,5.0,1.0,3.0,5.0,1.0,5.0,0.013629544492513523,0.032591481655206755,0.37372417957162163
S1159,66.0,83.0,88.0,75.0,84.0,96.0,79.0,4.0,1.0,3.0,1.0,5.0,4.0,0.5337634505637706,0.23568007817606695,0.3414238493727023
S1160,72.0,61.0,97.0,73.0,71.0,86.0,97.0,5.0,3.0,1.0,1.0,4.0,1.0,0.8966779673375116,0.41133022240721573,0.12755240189904116
S1161,62.0,85.0,62.0,75.0,79.0,84.0,79.0,1.0,4.0,1.0,4.0,3.0,5.0,0.18935542752365175,0.20618192317076067,0.6767133909975481
S1162,93.0,73.0,75.0,70.0,81.0,83.0,82.0,1.0,4.0,2.0,4.0,4.0,2.0,0.4955954851818676,0.49127365780162024,0.7065360482297319
S1163,84.0,98.0,84.0,80.0,92.0,66.0,63.0,2.0,1.0,3.0,2.0,4.0,1.0,0.8868167318025694,0.43036190580475153,0.9657109708124049
S1164,86.0,87.0,70.0,82.0,69.0,66.0,95.0,5.0,5.0,2.0,5.0,5.0,2.0,0.6614132316299949,0.5862217940329801,0.604681839175474
S1165,94.0,67.0,82.0,94.0,79.0,82.0,91.0,1.0,3.0,3.0,4.0,2.0,4.0,0.155829044622387,0.9927857459690173,0.859578862963963
S1166,86.0,90.0,97.0,92.0,78.0,76.0,81.0,1.0,1.0,4.0,5.0,1.0,1.0,0.6900635026179843,0.45364182774452233,0.1523198740443702
S1167,61.0,90.0,96.0,80.0,93.0,61.0,89.0,1.0,2.0,4.0,3.0,5.0,4.0,0.35429089429448835,0.4971133141502083,0.1011781880145386
